name,first_name,last_name,birth_city,birth_state,birth_country,birth_date,college,draft_team,draft_round,draft_pick,draft_year,position,height,weight,death_date,death_city,death_state,death_country,year_start,year_end
Richard Sherman,Richard,Sherman,,,,3/30/1988,Stanford,Seattle Seahawks,5th,154th,2011,DB,3-Jun,195,,,,,2000,2005
Rod Sherman,Rod,Sherman,Pasadena,CA,USA,12/25/1944,UCLA,Baltimore Colts,4th,54th,1966,WR-FL,Jun-00,190,,,,,2000,2005
Solly Sherman,Solly,Sherman,Chicago,IL,USA,9/25/1917,Chicago,Chicago Bears,18th,166th,1939,QB,1-Jun,190,10/10/2010,Forest Park,IL,,2000,2005
Tom Sherman,Tom,Sherman,Bellevue,PA,USA,12/5/1945,Penn St.,,,,,QB,Jun-00,190,,,,,2000,2005
Will Sherman,Will,Sherman,Weed,CA,USA,10/20/1927,St. Mary's (CA),New York Yanks,26th,311th,1951,DB,2-Jun,190,10/11/1997, , ,,2000,2005
Mike Sherrard,Mike,Sherrard,Oakland,CA,USA,6/21/1963,UCLA,Dallas Cowboys,1st,18th,1986,WR,1-Jun,185,,,,,2000,2005
Bud Sherrod,Bud,Sherrod,Knoxville,TN,USA,12/2/1927,Tennessee,New York Giants,17th,206th,1951,E-DE,Jun-00,190,8/31/1980,Dallas,TX,,2000,2005
Derek Sherrod,Derek,Sherrod,,,,4/23/1989,Mississippi St.,Green Bay Packers,1st,32nd,2011,OL,5-Jun,321,,,,,2000,2005
Gerry Sherry,Gerry,Sherry,,,,,none,,,,,FB,,,,,,,2000,2005
Tim Sherwin,Tim,Sherwin,Troy,NY,USA,5/4/1958,Boston Col.,Baltimore Colts,4th,94th,1981,TE,6-Jun,243,,,,,2000,2005
Rhoten Shetley,Rhoten,Shetley,Wolf Creek,TN,USA,2/7/1918,Furman,Brooklyn Dodgers,3rd,19th,1940,B,11-May,208,1/7/1993,Greenville,SC,,2000,2005
Visanthe Shiancoe,Visanthe,Shiancoe,Laurel,MD,USA,6/18/1980,Morgan St.,New York Giants,3rd,91st,2003,TE,4-Jun,250,,,,,2003,2013
James Shibest,James,Shibest,Fort Riley,KS,USA,10/31/1964,Arkansas,,,,,WR,10-May,187,,,,,2003,2013
Joe Shield,Joe,Shield,Brattleboro,VT,USA,6/26/1962,Trinity (CT),Green Bay Packers,11th,294th,1985,QB,1-Jun,185,,,,,2003,2013
Billy Shields,Billy,Shields,Vicksburg,MS,USA,8/23/1953,Georgia Tech,San Diego Chargers,6th,136th,1975,T,8-Jun,272,,,,,2003,2013
Burrell Shields,Burrell,Shields,Cleveland,OH,USA,9/6/1929,John Carroll,Cleveland Browns,6th,72nd,1952,HB,2-Jun,203,6/23/1997, , ,,2003,2013
Jon Shields,Jon,Shields,,,,4/30/1964,Portland St.,,,,,G,5-Jun,293,,,,,2003,2013
Lebron Shields,Lebron,Shields,Walker County,GA,USA,7/23/1937,Tennessee,Detroit Lions,22nd,256th,1959,DE-T,4-Jun,250,,,,,2003,2013
Paul Shields,Paul,Shields,Mesa,AZ,USA,1/31/1976,Arizona,,,,,RB,1-Jun,238,,,,,2003,2013
Sam Shields,Sam,Shields,Sarasota,FL,USA,12/8/1987,Miami (FL),,,,,DB,11-May,184,,,,,2003,2013
Scott Shields,Scott,Shields,San Diego,CA,USA,3/29/1976,Weber St.,Pittsburgh Steelers,2nd,59th,1999,DB,4-Jun,228,,,,,2003,2013
Will Shields,Will,Shields,Fort Riley,KS,USA,9/15/1971,Nebraska,Kansas City Chiefs,3rd,74th,1993,G,3-Jun,315,,,,,2003,2013
Dick Shiner,Dick,Shiner,Lebanon,PA,USA,7/18/1942,Maryland,Washington Redskins,7th,87th,1964,QB,Jun-00,201,,,,,2003,2013
John Shinners,John,Shinners,Hartford,WI,USA,3/1/1947,Xavier (OH),New Orleans Saints,1st,17th,1969,G,3-Jun,255,,,,,2003,2013
Don Shinnick,Don,Shinnick,Kansas City,MO,USA,5/15/1935,UCLA,Baltimore Colts,2nd,20th,1957,LB,Jun-00,232,1/20/2004,Modesto,CA,,2003,2013
Jerry Shipkey,Jerry,Shipkey,Fullerton,CA,USA,10/31/1925,USC,Pittsburgh Steelers,8th,58th,1947,LB-FB-DB,1-Jun,213,11/28/2009,Dana Point,CA,,2003,2013
A.Q. Shipley,A.Q.,Shipley,,,,5/22/1986,Penn St.,Pittsburgh Steelers,7th,226th,2009,C,1-Jun,304,,,,,2003,2013
Jordan Shipley,Jordan,Shipley,Burnet,TX,USA,12/23/1985,Texas,Cincinnati Bengals,3rd,84th,2010,WR,11-May,190,,,,,2003,2013
Billy Shipp,Billy,Shipp,Mobile,AL,USA,10/16/1929,Alabama,New York Giants,8th,95th,1952,T,5-Jun,275,6/9/2011,Mobile,AL,,2003,2013
Jackie Shipp,Jackie,Shipp,Muskogee,OK,USA,3/17/1962,Oklahoma,Miami Dolphins,1st,14th,1984,LB,2-Jun,235,,,,,2003,2013
Joe Shipp,Joe,Shipp,Long Beach,CA,USA,7/25/1955,USC,,,,,TE,4-Jun,225,,,,,2003,2013
Marcel Shipp,Marcel,Shipp,Paterson,NJ,USA,8/8/1978,Massachusetts,,,,,RB,11-May,230,,,,,2003,2013
Abe Shires,Abe,Shires,Alderson,WV,USA,2/12/1917,Tennessee,Cleveland Rams,2nd,14th,1941,T,2-Jun,220,7/23/1993,Sacramento,CA,,2003,2013
Fred Shirey,Fred,Shirey,Latrobe,PA,USA,1/12/1916,Washington & Jefferson,Philadelphia Eagles,5th,32nd,1938,T,2-Jun,223,11/1/1961,,,,2003,2013
Gary Shirk,Gary,Shirk,Marysville,OH,USA,2/23/1950,Morehead St.,,,,,TE,1-Jun,220,,,,,2003,2013
John Shirk,John,Shirk,Oklahoma City,OK,USA,6/24/1917,Oklahoma,Chicago Cardinals,4th,26th,1940,E-DE,4-Jun,200,11/8/1993,Glendora,CA,,2003,2013
George Shirkey,George,Shirkey,Fort Stockton,TX,USA,8/20/1936,S.F. Austin,San Francisco 49ers,16th,191st,1958,DT,4-Jun,260,,,,,2003,2013
Jason Shirley,Jason,Shirley,Los Angeles County,CA,USA,9/30/1985,Fresno St.,Cincinnati Bengals,5th,145th,2008,DT,5-Jun,329,,,,,2003,2013
Marion Shirley,Marion,Shirley,Denver,CO,USA,4/17/1922,Oklahoma St.,Boston Yanks,17th,147th,1947,T,4-Jun,260,9/13/1996,Stafford,TX,,2003,2013
Clay Shiver,Clay,Shiver,Tifton,GA,USA,12/7/1972,Florida St.,Dallas Cowboys,3rd,67th,1996,C,2-Jun,283,,,,,2003,2013
Rex Shiver,Rex,Shiver,Miami,FL,USA,1/1/1932,Miami (FL),,,,,DB,Jun-00,190,,,,,2003,2013
Sanders Shiver,Sanders,Shiver,Gadsden,SC,USA,2/14/1954,Carson-Newman,Baltimore Colts,5th,134th,1976,LB,2-Jun,227,,,,,2003,2013
Jason Shivers,Jason,Shivers,Phoenix,AZ,USA,11/4/1982,Arizona St.,St. Louis Rams,5th,158th,2004,DB,Jun-00,200,,,,,2003,2013
Roy Shivers,Roy,Shivers,Halley,AR,USA,7/5/1941,Utah St.,St. Louis Cardinals,19th,264th,1965,RB,11-May,200,,,,,2003,2013
Wes Shivers,Wes,Shivers,Jackson,MS,USA,3/8/1977,Mississippi St.,Tennessee Titans,7th,237th,2000,T,5-Jun,298,,,,,2003,2013
Boris Shlapak,Boris,Shlapak,Chicago,IL,USA,5/18/1950,Drake,,,,,K,Jun-00,175,,,,,1972,1972
Roger Shoals,Roger,Shoals,Baltimore,MD,USA,12/13/1938,Maryland,Dallas Texans,34th,267th,1962,T,4-Jun,260,,,,,1963,1971
Jeff Shoate,Jeff,Shoate,San Diego,CA,USA,3/23/1981,Montana,Denver Broncos,5th,152nd,2004,DB,10-May,189,,,,,1963,1971
Rod Shoate,Rod,Shoate,Spiro,OK,USA,4/26/1953,Oklahoma,New England Patriots,2nd,41st,1975,LB,1-Jun,214,10/4/1999,Spiro,OK,,1963,1971
Jeremy Shockey,Jeremy,Shockey,Ada,OK,USA,8/18/1980,Miami (FL),New York Giants,1st,14th,2002,TE,5-Jun,253,,,,,1963,1971
Arnie Shockley,Arnie,Shockley,,TX,USA,11/27/1904,SW Oklahoma St.,,,,,T,2-Jun,220,,,,,1963,1971
Bill Shockley,Bill,Shockley,West Chester,PA,USA,3/13/1937,West Chester,,,,,HB-K,Jun-00,185,12/7/1992,New York,NY,,1963,1971
Hub Shoemake,Hub,Shoemake,Oskaloosa,IA,USA,1899-09-29,Lake Forest,,,,,G,Jun-00,186,3/10/1984,Washington,DC,,1963,1971
Hal Shoener,Hal,Shoener,Reedsville,WV,USA,1/2/1923,Iowa,New York Giants,23rd,214th,1947,E-DE,3-Jun,200,12/13/1983,Oakland,CA,,1963,1971
Herb Shoener,Herb,Shoener,Reedsville,WV,USA,1/2/1923,Lehigh,Washington Redskins,31st,286th,1947,E-DE,3-Jun,205,12/24/1985,Anaheim,CA,,1963,1971
Del Shofner,Del,Shofner,Center,TX,USA,12/11/1934,Baylor,Los Angeles Rams,1st,11th,1957,E-DB,3-Jun,186,,,,,1963,1971
Jim Shofner,Jim,Shofner,Grapevine,TX,USA,12/18/1935,TCU,Cleveland Browns,1st,13th,1958,DB,2-Jun,191,,,,,1963,1971
John Shonk,John,Shonk,Charleston,WV,USA,4/30/1918,West Virginia,Philadelphia Eagles,19th,171st,1941,E,1-Jun,190,4/26/1984,Christianburg,VA,,1963,1971
Chuck Shonta,Chuck,Shonta,Detroit,MI,USA,8/29/1937,East. Michigan,,,,,DB,Jun-00,200,,,,,1963,1971
Al Shook,Al,Shook,Pierce City,MO,USA,1898-01-15,none,,,,,G,,,,,,,1963,1971
Frederick Shook,Frederick,Shook,Fort Worth,TX,USA,3/30/1919,TCU,,,,,C-LB,Jun-00,218,4/16/1992,,,,1963,1971
Brandon Short,Brandon,Short,McKeesport,PA,USA,7/11/1977,Penn St.,New York Giants,4th,105th,2000,LB,3-Jun,253,,,,,1963,1971
Jason Short,Jason,Short,Painesville,OH,USA,7/15/1978,East. Michigan,,,,,LB,4-Jun,254,,,,,1963,1971
Kawann Short,Kawann,Short,,,,2/2/1989,Purdue,Carolina Panthers,2nd,44th,2013,DT,3-Jun,299,,,,,1963,1971
Laval Short,Laval,Short,Nashville,TN,USA,9/29/1958,Colorado,Denver Broncos,5th,136th,1980,NT,3-Jun,250,,,,,1963,1971
Jim Shorter,Jim,Shorter,Montgomery,AL,USA,6/8/1939,Detroit Mercy,Cleveland Browns,14th,193rd,1962,DB,11-May,184,6/1/2000,Los Angeles,CA,,1963,1971
George Shorthose,George,Shorthose,Stanton,CA,USA,12/22/1961,Missouri,Miami Dolphins,6th,145th,1985,WR,Jun-00,198,,,,,1963,1971
Cecil Shorts,Cecil,Shorts,,,,12/22/1987,Mount Union,Jacksonville Jaguars,4th,114th,2011,WR,Jun-00,205,,,,,1963,1971
Peter Shorts,Peter,Shorts,Janesville,WI,USA,7/12/1966,Illinois St.,,,,,DT,8-Jun,278,,,,,1963,1971
Darin Shoulders,Darin,Shoulders,Jackson,MS,USA,5/23/1968,Tulane,,,,,T,3-Jun,288,,,,,1963,1971
Paul Shoults,Paul,Shoults,Washington Court House,OH,USA,10/9/1925,Miami (OH),Chicago Cardinals,25th,235th,1948,HB,11-May,178,8/18/2011,Granger,IN,,1963,1971
Darrell Shropshire,Darrell,Shropshire,Kershaw,NC,USA,3/18/1983,South Carolina,Atlanta Falcons,7th,241st,2005,DT,2-Jun,301,,,,,2005,2006
Pete Shufelt,Pete,Shufelt,Chicago,IL,USA,10/28/1969,Texas-El Paso,,,,,LB,3-Jun,241,,,,,1994,1994
Clyde Shugart,Clyde,Shugart,Elberon,IA,USA,12/7/1916,Iowa St.,Washington Redskins,17th,158th,1939,G-T,1-Jun,221,7/2/2009,Gulf Breeze,FL,,1994,1994
Bret Shugarts,Bret,Shugarts,Du Bois,PA,USA,2/17/1960,Lock Haven,,,,,DE,2-Jun,250,,,,,1994,1994
David Shula,David,Shula,Lexington,KY,USA,5/28/1959,Dartmouth,,,,,WR,11-May,182,,,,,1994,1994
Don Shula,Don,Shula,Grand River,OH,USA,1/4/1930,John Carroll,Cleveland Browns,9th,110th,1951,DB,11-May,190,,,,,1994,1994
Heath Shuler,Heath,Shuler,Bryson City,NC,USA,12/31/1971,Tennessee,Washington Redskins,1st,3rd,1994,QB,2-Jun,216,,,,,1994,1994
Mickey Shuler,Mickey,Shuler,Harrisburg,PA,USA,8/21/1956,Penn St.,New York Jets,3rd,61st,1978,TE,3-Jun,232,,,,,1994,1994
Mickey Shuler,Mickey,Shuler,Enola,PA,USA,10/9/1986,Penn St.,Minnesota Vikings,7th,214th,2010,TE,4-Jun,242,,,,,1994,1994
Steve Shull,Steve,Shull,Philadelphia,PA,USA,3/27/1958,William & Mary,,,,,LB,1-Jun,220,,,,,1994,1994
Johnny Shultz,Johnny,Shultz,,,,9/8/1907,Temple,,,,,WB-FB,1-Jun,189,11/26/1932,Ashland,PA,,1994,1994
Mike Shumann,Mike,Shumann,Louisville,KY,USA,10/13/1955,Florida St.,,,,,WR,1-Jun,178,,,,,1994,1994
Mark Shumate,Mark,Shumate,Poynette,WI,USA,3/30/1960,Wisconsin,Kansas City Chiefs,10th,257th,1983,NT,5-Jun,265,,,,,1994,1994
Ron Shumon,Ron,Shumon,Flint,MI,USA,12/11/1955,Wichita St.,Cincinnati Bengals,9th,238th,1978,LB,1-Jun,230,,,,,1994,1994
Mark Shupe,Mark,Shupe,Lafayette,IN,USA,4/24/1961,Arizona St.,,,,,C,5-Jun,285,,,,,1994,1994
Marshall Shurnas,Marshall,Shurnas,St. Louis,MO,USA,4/1/1922,Missouri,Boston Yanks,17th,175th,1944,E-DE,1-Jun,205,8/19/2006,Columbia,MO,,1994,1994
Bert Shurtleff,Bert,Shurtleff,Adamsville,RI,USA,1897-08-03,Brown,,,,,C-G,11-May,190,2/15/1967,Anaheim,CA,,1994,1994
Red Shurtliffe,Red,Shurtliffe,New Martinsville,WV,USA,4/12/1907,Marietta,,,,,WB-TB,9-May,160,9/19/1986,Lincolnville,SC,,1994,1994
Hubert Shurtz,Hubert,Shurtz,Pinckneyville,IL,USA,7/1/1923,LSU,Philadelphia Eagles,17th,152nd,1947,T,3-Jun,235,9/12/2000,,,,1994,1994
Don Shy,Don,Shy,Cleveland,OH,USA,11/15/1945,San Diego St.,Pittsburgh Steelers,2nd,35th,1967,RB,1-Jun,210,10/26/2006,Bellfontaine,OH,,1967,1973
Les Shy,Les,Shy,Cleveland,OH,USA,4/5/1944,Long Beach St.,Dallas Cowboys,12th,173rd,1966,RB,1-Jun,206,,,,,1967,1973
Mike Siani,Mike,Siani,Staten Island,NY,USA,5/27/1950,Villanova,Oakland Raiders,1st,21st,1972,WR,2-Jun,195,,,,,1972,1980
Mike Siano,Mike,Siano,Yeadon,PA,USA,11/29/1963,Syracuse,,,,,WR,4-Jun,220,,,,,1972,1980
Tony Siano,Tony,Siano,,MA,USA,1/10/1907,Fordham,,,,,C,8-May,172,,,,,1972,1980
Junior Siavii,Junior,Siavii,Pago Pago,,American Samoa,11/14/1978,Oregon,Kansas City Chiefs,2nd,36th,2004,DT,5-Jun,336,,,,,1972,1980
Lawrence Sidbury,Lawrence,Sidbury,Cheltenham,MD,USA,2/6/1986,Richmond,Atlanta Falcons,4th,125th,2009,DE,2-Jun,267,,,,,2009,2013
Jimmy Sidle,Jimmy,Sidle,Birmingham,AL,USA,2/7/1943,Auburn,Dallas Cowboys,4th,47th,1965,RB,2-Jun,215,11/14/1999,Montgomery,AL,,2009,2013
Dainon Sidney,Dainon,Sidney,Atlanta,GA,USA,5/30/1975,East Tennessee St.,Tennessee Oilers,3rd,77th,1998,DB,Jun-00,197,,,,,2009,2013
Alex Sidorik,Alex,Sidorik,Hartford,CT,USA,12/19/1919,Mississippi St.,Boston Yanks,11th,87th,1947,T,Jun-00,248,4/12/1980,Middletown,CT,,2009,2013
Wally Sieb,Wally,Sieb,Butternut,WI,USA,1899-05-06,Ripon,,,,,HB,10-May,165,1/18/1974,Racine,WI,,1922,1922
John Siegal,John,Siegal,Larksville,PA,USA,5/15/1918,Columbia,Brooklyn Dodgers,17th,155th,1939,E-DE,1-Jun,203,,,,,1922,1922
Herb Siegert,Herb,Siegert,Pana,IL,USA,1/10/1924,Illinois,Washington Redskins,18th,178th,1949,G-LB,3-Jun,216,,,,,1922,1922
Wayne Siegert,Wayne,Siegert,Pana,IL,USA,3/24/1929,Illinois,Detroit Lions,13th,153rd,1951,T-LB-G,3-Jun,225,,,,,1922,1922
Orville Siegfried,Orville,Siegfried,,PA,USA,2/19/1903,Washington & Jefferson,,,,,TB-HB,10-May,160,5/28/1965,Barren County, KY,,1922,1922
Jules Siegle,Jules,Siegle,East Chicago,IN,USA,2/16/1923,Northwestern,,,,,FB-LB,Jun-00,210,,,,,1922,1922
Larry Siemering,Larry,Siemering,Lodi,CA,USA,11/24/1910,San Francisco,,,,,C,3-Jun,206,7/27/2009,Watsonville,CA,,1922,1922
Chuck Sieminski,Chuck,Sieminski,Swoyersville,PA,USA,7/3/1940,Penn St.,San Francisco 49ers,4th,46th,1962,DT,5-Jun,270,,,,,1922,1922
Jeff Siemon,Jeff,Siemon,Rochester,MN,USA,6/2/1950,Stanford,Minnesota Vikings,1st,10th,1972,LB,2-Jun,235,,,,,1922,1922
Troy Sienkiewicz,Troy,Sienkiewicz,Charleston,SC,USA,5/27/1972,New Mexico St.,San Diego Chargers,6th,177th,1995,G-T,5-Jun,313,,,,,1922,1922
Stan Sieracki,Stan,Sieracki,Meriden,CT,USA,4/29/1904,Pennsylvania,,,,,T,1-Jun,192,,,,,1922,1922
Stephen Sieradzki,Stephen,Sieradzki,,NY,USA,4/7/1924,Michigan St.,,,,,DB,Jun-00,194,,,,,1922,1922
Steve Sierocinski,Steve,Sierocinski,,,,,none,,,,,T,3-Jun,245,,,,,1922,1922
Herb Sies,Herb,Sies,Ames,IA,USA,1893-01-02,Pittsburgh,,,,,G-T,1-Jun,203,,,,,1922,1922
Eric Sievers,Eric,Sievers,Urbana,IL,USA,11/9/1957,Maryland,San Diego Chargers,4th,107th,1981,TE,4-Jun,236,,,,,1922,1922
Dom Sigillo,Dom,Sigillo,Storrs,CT,USA,3/7/1913,Xavier (OH),,,,,T-G,Jun-00,230,7/1/1957,San Francisco,CA,,1943,1945
Ricky Siglar,Ricky,Siglar,Albuquerque,NM,USA,6/14/1966,San Jose St.,,,,,T-G,7-Jun,308,,,,,1943,1945
Joe Signaigo,Joe,Signaigo,Memphis,TN,USA,2/9/1923,Notre Dame,Los Angeles Rams,10th,90th,1946,G,1-Jun,220,1/16/2007,Memphis,TN,,1943,1945
Sig Sigurdson,Sig,Sigurdson,Seattle,WA,USA,11/27/1918,Pacific Lutheran,,,,,E-DE,2-Jun,206,12/2/2006,Seattle, WA,,1943,1945
Vai Sikahema,Vai,Sikahema,Nuku'Alofa,,Tonga,8/29/1962,BYU,St. Louis Cardinals,10th,254th,1986,RB,9-May,181,,,,,1986,1993
Mike Sikich,Mike,Sikich,Chicago,IL,USA,3/3/1949,Northwestern,Cleveland Browns,11th,274th,1971,G,2-Jun,243,,,,,1986,1993
Rudy Sikich,Rudy,Sikich,Hibbing,MN,USA,2/12/1921,Minnesota,Brooklyn Tigers,4th,29th,1944,T,1-Jun,220,1/4/1998, , ,,1986,1993
Mike Sikora,Mike,Sikora,Hammond,IN,USA,11/29/1926,Indiana,,,,,G,2-Jun,230,4/30/2012,Columbus,OH,,1986,1993
Sam Silas,Sam,Silas,Homeland,FL,USA,9/25/1940,Southern Illinois,Boston Patriots,6th,46th,1963,DT,4-Jun,255,,,,,1963,1970
Amini Silatolu,Amini,Silatolu,,,,9/16/1988,Midwestern St.,Carolina Panthers,2nd,40th,2012,T,4-Jun,311,,,,,1963,1970
Dan Sileo,Dan,Sileo,Stamford,CT,USA,1/3/1964,Maryland,Tampa Bay Buccaneers,3rd,2nd,1987,DT,2-Jun,282,,,,,1963,1970
Brandon Siler,Brandon,Siler,Daytona Beach,FL,USA,12/5/1985,Florida,San Diego Chargers,7th,240th,2007,LB,2-Jun,241,,,,,1963,1970
Rich Siler,Rich,Siler,Miami,FL,USA,11/1/1963,Illinois,,,,,TE,4-Jun,240,,,,,1963,1970
Sealver Siliga,Sealver,Siliga,,,,4/26/1990,Utah,,,,,DT,2-Jun,307,,,,,1963,1970
Joe Silipo,Joe,Silipo,Glen Cove,NY,USA,12/31/1957,Tulane,,,,,TE,3-Jun,295,,,,,1963,1970
Frank Sillin,Frank,Sillin,,,,,West. Maryland,,,,,B,11-May,179,12/29/1932,Montgomery County,OH,,1963,1970
Jamie Silva,Jamie,Silva,East Providence,RI,USA,12/14/1984,Boston Col.,,,,,DB,11-May,204,,,,,1963,1970
Mana Silva,Mana,Silva,,,,8/17/1988,Hawaii,,,,,S,Jun-00,206,,,,,1963,1970
Ricardo Silva,Ricardo,Silva,,,,5/9/1988,Hampton,,,,,S,3-Jun,225,,,,,1963,1970
Nilo Silvan,Nilo,Silvan,Covington,LA,USA,10/2/1973,Tennessee,Tampa Bay Buccaneers,6th,180th,1996,WR,9-May,176,,,,,1963,1970
Carl Silvestri,Carl,Silvestri,Milwaukee,WI,USA,3/27/1943,Wisconsin,St. Louis Cardinals,16th,222nd,1965,DB,11-May,195,11/25/2004,Mequon,WI,,1963,1970
Don Silvestri,Don,Silvestri,Perkasie,PA,USA,12/25/1968,Pittsburgh,,,,,K,4-Jun,220,,,,,1963,1970
Alex Silvestro,Alex,Silvestro,,,,11/15/1988,Rutgers,,,,,DE,3-Jun,267,,,,,1963,1970
Butch Simas,Butch,Simas,,,,8/31/1908,St. Mary's (CA),,,,,BB-QB,Jun-00,185,5/24/1989,Hermosa Beach,CA,,1932,1933
Ken Simendinger,Ken,Simendinger,Philadelphia,PA,USA,1899-10-23,Lehigh,,,,,HB,10-May,175,5/26/1972,Philadelphia,PA,,1932,1933
Don Simensen,Don,Simensen,Minot,ND,USA,9/11/1926,St. Thomas,,,,,T,2-Jun,220,4/22/1994,Fridley,MN,,1932,1933
John Simerson,John,Simerson,Honolulu,HI,USA,4/20/1935,Purdue,Philadelphia Eagles,22nd,254th,1957,C-T,3-Jun,257,8/2/1992,Los Angeles,CA,,1932,1933
Tracy Simien,Tracy,Simien,Bay City,TX,USA,5/21/1967,TCU,,,,,LB,1-Jun,252,,,,,1932,1933
Milt Simington,Milt,Simington,Wright City,OK,USA,8/26/1918,Arkansas,Cleveland Rams,9th,74th,1941,G,2-Jun,217,1/17/1943,Shreveport,LA,,1932,1933
Arnie Simkus,Arnie,Simkus,Schlava,,Germany,3/25/1943,Michigan,Cleveland Browns,6th,72nd,1965,DE-DT,4-Jun,240,,,,,1932,1933
Mike Simmonds,Mike,Simmonds,Belleville,IL,USA,8/12/1964,Indiana St.,Tampa Bay Buccaneers,10th,252nd,1987,G,4-Jun,285,,,,,1932,1933
Anthony Simmons,Anthony,Simmons,Spartanburg,SC,USA,6/20/1976,Clemson,Seattle Seahawks,1st,15th,1998,LB,Jun-00,240,,,,,1932,1933
Bob Simmons,Bob,Simmons,Temple,TX,USA,7/7/1954,Texas,New Orleans Saints,3rd,77th,1976,G-T,4-Jun,260,,,,,1932,1933
Brian Simmons,Brian,Simmons,New Bern,NC,USA,6/21/1975,North Carolina,Cincinnati Bengals,1st,17th,1998,LB,3-Jun,244,,,,,1932,1933
Cleo Simmons,Cleo,Simmons,Mobile,AL,USA,10/21/1960,Jackson St.,,,,,TE,2-Jun,225,,,,,1932,1933
Clyde Simmons,Clyde,Simmons,Lanes,SC,USA,8/4/1964,West. Carolina,Philadelphia Eagles,9th,233rd,1986,DE-DT,5-Jun,292,,,,,1932,1933
Dave Simmons,Dave,Simmons,Elizabethtown,KY,USA,8/3/1943,Georgia Tech,St. Louis Cardinals,2nd,26th,1965,LB,4-Jun,245,,,,,1932,1933
Dave Simmons,Dave,Simmons,Goldsboro,NC,USA,1/19/1957,North Carolina,Green Bay Packers,6th,153rd,1979,LB,4-Jun,221,,,,,1932,1933
Ed Simmons,Ed,Simmons,Seattle,WA,USA,12/31/1963,East. Washington,Washington Redskins,6th,164th,1987,T-G,5-Jun,315,,,,,1932,1933
Floyd Simmons,Floyd,Simmons,Portland,OH,USA,2/19/1925,Notre Dame,Pittsburgh Steelers,24th,223rd,1948,B,1-Jun,200,8/6/1996,Portland,OR,,1932,1933
Jack Simmons,Jack,Simmons,Grosse Pointe,MI,USA,10/8/1924,Maryland,Detroit Lions,22nd,207th,1946,C-G-T,4-Jun,236,9/17/1978,Royal Oak,MI,,1932,1933
Jamarko Simmons,Jamarko,Simmons,,,,9/23/1986,,,,,,TE,2-Jun,240,,,,,1932,1933
Jason Simmons,Jason,Simmons,Inglewood,CA,USA,3/30/1976,Arizona St.,Pittsburgh Steelers,5th,137th,1998,DB,9-May,198,,,,,1932,1933
Jeff Simmons,Jeff,Simmons,Stockton,CA,USA,7/6/1960,USC,Los Angeles Rams,7th,171st,1983,WR,3-Jun,195,,,,,1932,1933
Jerry Simmons,Jerry,Simmons,Nichols,FL,USA,11/14/1942,Bethune-Cookman,,,,,WR-SE,Jun-00,190,,,,,1932,1933
Jim Simmons,Jim,Simmons,,TX,USA,4/17/1902,SW Oklahoma St.,,,,,B,Jun-00,186,,,,,1932,1933
John Simmons,John,Simmons,Little Rock,AR,USA,12/1/1958,SMU,Cincinnati Bengals,3rd,64th,1981,DB,11-May,192,,,,,1932,1933
Kendall Simmons,Kendall,Simmons,Ripley,MA,USA,3/11/1979,Auburn,Pittsburgh Steelers,1st,30th,2002,G,3-Jun,313,,,,,1932,1933
King Simmons,King,Simmons,Atlanta,GA,USA,2/12/1963,Texas Tech,Cleveland Browns,12th,319th,1986,DB,2-Jun,200,,,,,1932,1933
Leon Simmons,Leon,Simmons,Dallas,TX,USA,9/27/1938,Grambling St.,,,,,LB,Jun-00,225,,,,,1932,1933
Marcello Simmons,Marcello,Simmons,Tomball,TX,USA,8/8/1971,SMU,Cincinnati Bengals,4th,90th,1993,DB,1-Jun,180,,,,,1932,1933
Michael Simmons,Michael,Simmons,Eupora,MS,USA,11/14/1965,Mississippi St.,,,,,DE,4-Jun,269,,,,,1932,1933
Monte Simmons,Monte,Simmons,,,,1/29/1989,,,,,,LB,3-Jun,226,,,,,1932,1933
Roy Simmons,Roy,Simmons,Savannah,GA,USA,11/8/1956,Georgia Tech,New York Giants,8th,201st,1979,G,3-Jun,264,,,,,1932,1933
Sam Simmons,Sam,Simmons,Kansas City,KS,USA,11/25/1979,Northwestern,Miami Dolphins,5th,170th,2002,WR,9-May,200,,,,,1932,1933
Stacey Simmons,Stacey,Simmons,Clearwater,FL,USA,8/5/1968,Florida,Indianapolis Colts,4th,83rd,1990,WR,9-May,183,,,,,1932,1933
Terrance Simmons,Terrance,Simmons,Moss Point,MS,USA,5/3/1976,Alabama St.,,,,,DT,8-Jun,310,,,,,1932,1933
Tony Simmons,Tony,Simmons,Oakland,CA,USA,12/18/1962,Tennessee,San Diego Chargers,12th,318th,1985,DE,4-Jun,270,,,,,1932,1933
Tony Simmons,Tony,Simmons,Chicago,IL,USA,12/8/1974,Wisconsin,New England Patriots,2nd,52nd,1998,WR,1-Jun,210,,,,,1932,1933
Traye Simmons,Traye,Simmons,,,,1/18/1987,,,,,,CB,9-May,180,,,,,1932,1933
Victor Simmons,Victor,Simmons,Chicago,IL,USA,5/9/1964,Central State (OH),,,,,LB,2-Jun,230,,,,,1932,1933
Wayne Simmons,Wayne,Simmons,Beaufort,SC,USA,12/15/1969,Clemson,Green Bay Packers,1st,15th,1993,LB,2-Jun,245,8/23/2002,Independence,MO,,1932,1933
